,Title,Genre, Meta Score
4854,The Good Night,"Drama,Fantasy,Comedy,Romance",4.9
4855,The Bang Bang Club,Drama,4.800000000000001
4856,A Teacher,Drama,4.7
4857,The Samaritan,Thriller,3.7
4858,Princess Cyd,"Drama,Romance",7.2
4859,The Inevitable Defeat of Mister and Pete,Drama,6.1000000000000005
4860,Educating Rita,"Drama,Comedy",5.2
4861,Legend of the Fist: The Return of Chen Zhen,"Action,Drama,History",4.9
4862,The Gospel,"Drama,Music",4.6000000000000005
4863,Darling Companion,Drama,4.1000000000000005
4864,The Wonders,Drama,7.6000000000000005
4865,The Outlaw Josey Wales,Western,6.9
4866,An Ideal Husband,"Comedy,Romance",6.7
4867,Moebius,Drama,6.6000000000000005
4868,Men & Chicken,"Sci-Fi,Drama,Mystery,Comedy",6.4
4869,Klown,Comedy,6.2
4870,Texas Chainsaw Massacre: The Next Generation,"Thriller,Horror,Comedy",5.0
4871,Dudley Do-Right,"Comedy,Romance,Family",4.4
4872,Night Comes On,Drama,7.9
4873,The Black Power Mixtape 1967-1975,Documentary,7.300000000000001
4874,Detropia,Documentary,6.800000000000001
4875,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",Documentary,6.5
4876,Comedian,Documentary,6.2
4877,Low Down,"Biography,Drama,Music,Family",5.800000000000001
4878,Casi divas,"Comedy,Musical",5.5
4879,Merchants of Doubt,Documentary,7.0
4880,Crooklyn,"Drama,Comedy",6.5
4881,100 Bloody Acres,"Horror,Comedy",6.300000000000001
4882,Lower City,Drama,6.1000000000000005
4883,Frontera,"Drama,Western",5.800000000000001
4884,First Snow,"Drama,Thriller",5.800000000000001
4885,Loverboy,"Drama,Romance",4.5
4886,Garden Party,Drama,3.1
4887,Heavy Trip,"Comedy,Music",7.2
4888,The Cotton Club,"Drama,Crime,Music",6.800000000000001
4889,Bettie Page Reveals All,Documentary,6.4
4890,Oranges and Sunshine,Drama,6.0
4891,Jug Face,"Drama,Thriller,Horror",5.800000000000001
4892,Deathtrap,"Mystery,Thriller,Comedy,Crime",5.4
4893,El Chicano,Drama,4.6000000000000005
4894,Private Fears in Public Places,"Drama,Romance",7.7
4895,Master Z: Ip Man Legacy,"Action,Crime",7.2
4896,Mohawk,"Action,Drama,History,Thriller,Horror,Romance,War",7.0
4897,Ask Dr. Ruth,"Biography,Documentary",6.800000000000001
4898,Everything Put Together,Drama,6.300000000000001
4899,Quiet Chaos,"Drama,Romance",5.1000000000000005
4900,Crocodile Dundee II,"Action,Adventure,Comedy",4.1000000000000005
4901,Interstellar,"Action,Adventure,Sci-Fi,Mystery",7.4
4902,The Avengers,"Action,Adventure,Sci-Fi,Thriller",6.9
4903,Rogue One: A Star Wars Story,"Action,Adventure,Sci-Fi,Fantasy,War",6.5
4904,Dunkirk,"Action,Drama,History,Thriller,War",9.4
4905,Pan's Labyrinth,"Drama,Mystery,Thriller,Fantasy,War",9.8
4906,The Amazing Spider-Man 2,"Action,Adventure,Fantasy",5.300000000000001
4907,Indiana Jones and the Kingdom of the Crystal Skull,"Action,Adventure,Thriller",6.5
4908,The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy",5.9
4909,Deadpool 2,"Action,Adventure,Sci-Fi,Comedy",6.6000000000000005
4910,Harry Potter and the Deathly Hallows: Part I,"Action,Adventure,Mystery,Fantasy",6.5
4911,21 Jump Street,"Action,Comedy,Crime",6.9
4912,The Incredible Hulk,"Action,Sci-Fi,Thriller",6.1000000000000005
4913,"Three Billboards Outside Ebbing, Missouri","Drama,Comedy,Crime",8.8
4914,Lincoln,"Biography,Drama,History,War",8.6
4915,Shaun of the Dead,"Horror,Comedy",7.6000000000000005
4916,Rush,"Action,Biography,Drama,Sport",7.5
4917,The Maze Runner,"Action,Sci-Fi,Mystery,Thriller",5.7
4918,Your Name.,"Drama,Fantasy,Romance,Animation",7.9
4919,Men in Black III,"Action,Sci-Fi,Comedy",5.800000000000001
4920,The Usual Suspects,"Mystery,Thriller,Crime",7.7
4921,Million Dollar Baby,"Drama,Sport",8.6
4922,Catch Me If You Can,"Biography,Drama,Comedy,Crime",7.5
4923,Before Midnight,"Drama,Romance",9.4
4924,Heat,"Drama,Thriller,Crime",7.6000000000000005
4925,Steve Jobs,"Biography,Drama",8.200000000000001
4926,City of God,"Drama,Crime",7.9
4927,Machete,"Action,Adventure,Thriller,Comedy,Crime",6.0
4928,The Adjustment Bureau,"Sci-Fi,Thriller,Romance",6.0
4929,Death Note,"Action,Adventure,Drama,Mystery,Thriller,Fantasy,Horror,Crime",4.3
4930,Falling Down,"Drama,Thriller,Crime",5.6000000000000005
4931,The Guest,"Action,Mystery,Thriller",7.6000000000000005
4932,Walk the Line,"Biography,Drama,Romance,Music",7.2
4933,Taken 2,"Action,Drama,Thriller,Crime",4.5
4934,The Road,"Adventure,Drama,Thriller",6.4
4935,Crank,"Action,Drama,Thriller,Crime",5.7
4936,Bee Movie,"Adventure,Comedy,Animation,Family",5.4
4937,The Magnificent Seven,"Action,Adventure,Western",5.4
4938,Beasts of the Southern Wild,"Drama,Fantasy",8.6
4939,G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi,Thriller",4.1000000000000005
4940,Saving Mr. Banks,"Biography,Drama,History,Comedy,Music,Family",6.5
4941,Cars 3,"Adventure,Sport,Comedy,Animation,Family",5.9
4942,A Serious Man,Drama,7.9
4943,Upgrade,"Action,Sci-Fi,Thriller,Horror,Comedy",6.7
4944,Battlefield Earth: A Saga of the Year 3000,"Action,Sci-Fi",0.9
4945,Madagascar,"Adventure,Comedy,Animation,Family",5.7
4946,Ultraviolet,"Action,Sci-Fi",1.8
4947,Blade: Trinity,"Action,Adventure,Thriller,Fantasy",3.8000000000000003
4948,You Were Never Really Here,"Drama,Mystery,Thriller",8.4
4949,The Salesman,"Drama,Thriller",8.5
4950,Poltergeist,"Thriller,Horror",4.7
4951,Paul Blart: Mall Cop,"Action,Comedy,Crime,Family",3.9000000000000004
4952,Bad Times at the El Royale,"Drama,Mystery,Thriller,Horror,Crime",6.0
4953,The Assassination of Jesse James by the Coward Robert Ford,"Biography,Drama,History,Crime,Western",6.800000000000001
4954,2 Guns,"Action,Drama,Thriller,Comedy,Crime",5.5
4955,St. Vincent,"Drama,Comedy",6.4
4956,"The Way, Way Back","Drama,Comedy",6.800000000000001
4957,Wonder,"Drama,Family",6.6000000000000005
4958,Out of the Furnace,"Drama,Thriller,Crime",6.300000000000001
4959,This Is It,"Music,Documentary",6.7
4960,Shanghai Noon,"Action,Adventure,Comedy,Western",7.7
4961,The Lincoln Lawyer,Drama,6.300000000000001
4962,The Deer Hunter,"Drama,War",8.6
4963,17 Again,"Drama,Comedy,Romance",4.800000000000001
4964,Team America: World Police,"Action,Adventure,Comedy",6.4
4965,American Pie 2,"Comedy,Romance",4.3
4966,Money Monster,"Drama,Mystery,Thriller,Crime",5.5
4967,Detroit,"Drama,History,Thriller,Crime",7.7
4968,Spy Kids,"Action,Adventure,Sci-Fi,Comedy,Family",7.1000000000000005
4969,Epic,"Adventure,Fantasy,Comedy,Animation,Family",5.2
4970,We Bought a Zoo,"Drama,Comedy",5.800000000000001
4971,Vampires Suck,Comedy,1.8
4972,Seventh Son,"Action,Adventure,Fantasy,Family",3.0
4973,Doubt,"Drama,Mystery",6.800000000000001
4974,Carnage,"Drama,Comedy",6.1000000000000005
4975,World Trade Center,"Drama,History",6.6000000000000005
4976,Maggie,"Drama,Thriller,Fantasy,Horror",5.2
4977,Upstream Color,"Sci-Fi,Drama",8.1
4978,The Dilemma,"Drama,Comedy",4.6000000000000005
4979,Cold War,"Drama,Romance,Music",9.0
4980,Triple 9,"Action,Drama,Thriller,Crime",5.2
4981,The Mule,"Drama,Mystery,Thriller,Crime",5.800000000000001
4982,Edge of Darkness,"Drama,Thriller,Crime",5.5
4983,101 Dalmatians,"Adventure,Comedy,Family",4.9
4984,Mommy,Drama,7.4
4985,Semi-Pro,"Sport,Comedy",4.7
4986,Pride and Prejudice and Zombies,"Action,Thriller,Horror,Comedy,Romance",4.5
4987,Grosse Pointe Blank,"Thriller,Comedy,Romance,Crime",7.6000000000000005
4988,Ginger Snaps,"Drama,Horror",7.0
4989,Meet Joe Black,"Drama,Mystery,Fantasy,Romance",4.3
4990,Force Majeure,"Drama,Comedy",8.700000000000001
4991,Trollhunter,"Action,Adventure,Drama,Thriller,Horror",6.1000000000000005
4992,The DUFF,Comedy,5.6000000000000005
4993,Tangerine,"Drama,Comedy",8.5
4994,Legally Blonde,Comedy,5.9
4995,Seed of Chucky,"Thriller,Horror,Comedy",4.6000000000000005
4996,Annie Hall,"Drama,Comedy,Romance",9.200000000000001
4997,Mr. Bean's Vacation,"Comedy,Family",5.6000000000000005
4998,Gulliver's Travels,"Adventure,Comedy",3.3000000000000003
4999,I Feel Pretty,Comedy,4.800000000000001
5000,The Savages,"Drama,Comedy",8.5
5001,Dead Man,"Drama,Fantasy,Western",6.2
5002,Superbabies: Baby Geniuses 2,"Comedy,Family",0.9
5003,The Hate U Give,"Drama,Crime",8.1
5004,Yogi Bear,"Adventure,Comedy,Animation,Family",3.5
5005,After Hours,"Thriller,Comedy",9.0
5006,3000 Miles to Graceland,"Action,Thriller,Comedy,Crime",2.1
5007,American Animals,"Drama,Crime",6.800000000000001
5008,Away We Go,"Drama,Comedy,Romance",5.800000000000001
5009,Bring It On,"Sport,Comedy",5.2
5010,Flatliners,"Sci-Fi,Drama,Thriller,Horror",2.7
5011,Going in Style,"Comedy,Crime",5.0
5012,Don't Think Twice,"Drama,Comedy",8.3
5013,The Old Man & the Gun,"Drama,Comedy,Crime",8.0
5014,Shortbus,"Drama,Romance",6.4
5015,12 Rounds,"Action,Thriller,Crime",3.8000000000000003
5016,Balls of Fury,"Action,Sport,Comedy,Romance,Crime",3.8000000000000003
5017,Barbershop: The Next Cut,Comedy,6.7
5018,Hold the Dark,"Adventure,Drama,Mystery,Thriller,Horror",6.300000000000001
5019,Serenity,"Sci-Fi,Drama,Mystery,Thriller",3.7
5020,Platoon,"Drama,War",9.200000000000001
5021,Anonymous,Drama,5.0
5022,The Flintstones,"Comedy,Crime,Family",3.8000000000000003
5023,Hard Eight,"Drama,Thriller,Crime",7.800000000000001
5024,The Age of Innocence,"Drama,Romance",9.0
5025,Spy Game,"Action,Thriller,Crime",6.300000000000001
5026,The Tale of Despereaux,"Adventure,Fantasy,Comedy,Animation,Family",5.300000000000001
5027,Paranoia,"Drama,Thriller",3.2
5028,Malcolm X,"Biography,Drama,History",7.2
5029,Pollock,"Biography,Drama",7.7
5030,Stand by Me,"Adventure,Drama",7.5
5031,Departures,"Drama,Comedy,Music",6.800000000000001
5032,The Tall Man,"Drama,Mystery,Thriller,Horror,Crime",5.2
5033,An American Haunting,"Mystery,Thriller,Horror",3.8000000000000003
5034,Bratz,"Comedy,Music,Family",2.1
5035,You Will Meet a Tall Dark Stranger,"Comedy,Romance",5.1000000000000005
5036,Admission,"Drama,Comedy,Romance",4.800000000000001
5037,Eye of the Beholder,"Mystery,Thriller",2.9000000000000004
5038,Love Is Strange,Drama,8.200000000000001
5039,Sleeping Beauty,Drama,5.7
5040,The Doors,"Biography,Drama,Music",6.2
5041,In the Mix,"Comedy,Romance,Crime,Music",3.1
5042,Space Cowboys,"Adventure,Thriller",7.300000000000001
5043,We Are the Best!,Drama,8.700000000000001
5044,This Must Be the Place,"Drama,Comedy",6.1000000000000005
5045,Taking Woodstock,"Drama,Comedy,Music",5.5
5046,Crimson Tide,"Action,Drama,Thriller",6.6000000000000005
5047,3-Iron,"Drama,Romance,Crime",7.2
5048,Damsels in Distress,"Drama,Comedy,Romance",6.7
5049,Eating Out 2: Sloppy Seconds,"Comedy,Romance",3.9000000000000004
5050,Third Person,"Drama,Romance",3.8000000000000003
5051,Infinitely Polar Bear,"Drama,Comedy",6.4
5052,Sleepless,"Action,Thriller,Crime",3.4000000000000004
5053,Late Night,"Drama,Comedy",7.0
5054,Maid in Manhattan,"Drama,Comedy,Romance",4.5
5055,Thief,"Action,Drama,Thriller,Crime",7.800000000000001
5056,Spider,"Drama,Mystery",8.3
5057,Taxi to the Dark Side,"Crime,War,Documentary",8.200000000000001
5058,Cam,"Mystery,Thriller,Horror",7.1000000000000005
5059,Belle,Drama,6.4
5060,ATL,"Drama,Comedy,Romance,Crime,Music",6.300000000000001
5061,Venus,"Drama,Comedy,Romance",8.200000000000001
5062,Genius,"Biography,Drama",5.6000000000000005
5063,Capturing the Friedmans,"Biography,Mystery,Crime,Documentary",9.0
5064,Border,"Drama,Thriller,Fantasy,Romance",7.5
5065,Starman,"Adventure,Sci-Fi,Drama,Romance",7.1000000000000005
5066,Merry Christmas,"Drama,Romance,War,Music",7.0
5067,Bride & Prejudice,"Drama,Comedy,Romance,Musical",5.5
5068,Fantasia,"Fantasy,Music,Animation,Family",9.600000000000001
5069,Miss Pettigrew Lives for a Day,"Comedy,Romance",6.300000000000001
5070,Berlin Syndrome,"Drama,Mystery,Thriller,Horror",7.0
5071,Severance,"Thriller,Horror,Comedy",6.2
5072,The In Crowd,"Drama,Mystery,Thriller",1.4000000000000001
5073,Fateless,Drama,8.700000000000001
5074,Pina,"Musical,Documentary",8.3
5075,Stealing Harvard,"Drama,Comedy,Crime",2.5
5076,Double Indemnity,"Drama,Mystery,Thriller,Crime,Film-Noir",9.5
5077,Graduation,"Drama,Crime",8.4
5078,Sweet and Lowdown,"Comedy,Music",7.0
5079,Pathology,"Thriller,Horror,Crime",5.5
5080,Hours,"Drama,Thriller",5.5
5081,Fallen Angels,"Drama,Comedy,Romance,Crime",7.1000000000000005
5082,Cold Souls,"Drama,Comedy",6.9
5083,Intruders,"Thriller,Horror",4.5
5084,Flame and Citron,"Drama,History,Thriller,Crime,War",7.4
5085,On Her Majesty's Secret Service,"Action,Adventure,Thriller",6.1000000000000005
5086,Reversal of Fortune,"Drama,Mystery",9.3
5087,The Muppet Movie,"Adventure,Comedy,Family,Musical",7.4
5088,The Party,"Drama,Comedy",7.300000000000001
5089,47 Meters Down: Uncaged,"Adventure,Drama,Thriller,Horror",4.3
5090,Sweet Country,"Adventure,Drama,History,Thriller,Crime,Western",8.700000000000001
5091,Every Day,"Drama,Fantasy,Romance",5.2
5092,Talk to Me,"Biography,Drama,History,War,Music",6.9
5093,Mesrine: Killer Instinct,"Action,Biography,Drama,Thriller,Crime",7.1000000000000005
5094,Manito,"Drama,Family",7.1000000000000005
5095,Don Juan DeMarco,"Drama,Comedy,Romance",6.300000000000001
5096,Spread,"Drama,Comedy,Romance",4.3
5097,The Dark Crystal,"Adventure,Fantasy,Family",6.6000000000000005
5098,Below,"Mystery,Thriller,Horror",5.5
5099,For Your Eyes Only,"Action,Adventure,Thriller",5.4
5100,We Don't Live Here Anymore,"Drama,Romance",6.6000000000000005
5101,A Dog's Way Home,"Adventure,Drama,Family",5.0
5102,The Sacrament,"Thriller,Horror",4.9
5103,Moonraker,"Action,Adventure,Sci-Fi,Thriller",6.6000000000000005
5104,Naked Gun 33 1/3: The Final Insult,"Comedy,Crime",6.300000000000001
5105,Good People,"Action,Thriller,Crime",4.2
5106,Midnight Sun,"Drama,Romance",3.8000000000000003
5107,We Steal Secrets: The Story of WikiLeaks,"Comedy,Documentary",7.6000000000000005
5108,American Hardcore,"Music,Documentary",6.9
5109,The Naked Gun 2½: The Smell of Fear,"Comedy,Crime",6.5
5110,The Hunting Party,"Adventure,Drama,Thriller,Comedy,War",5.4
5111,The Wind Will Carry Us,Drama,8.6
5112,The Hunchback of Notre Dame,"Drama,Romance,Animation,Family,Musical",7.4
5113,"Planes, Trains & Automobiles",Comedy,7.2
5114,African Cats,Documentary,6.1000000000000005
5115,Baggage Claim,Comedy,3.4000000000000004
5116,Moolaadé,Drama,9.1
5117,Lorna's Silence,Drama,8.0
5118,Calibre,Thriller,7.6000000000000005
5119,The King of Comedy,"Drama,Thriller,Comedy,Crime",7.300000000000001
5120,Nostalgia for the Light,"Drama,Documentary",9.1
5121,The First Wives Club,Comedy,5.800000000000001
5122,Cujo,"Thriller,Horror",5.7
5123,You're Not You,Drama,5.6000000000000005
5124,The Other Side of Hope,"Drama,Comedy",8.4
5125,For the Bible Tells Me So,Documentary,7.300000000000001
5126,"Good Morning, Vietnam","Biography,Drama,Comedy,War",6.7
5127,Damsel,"Drama,Comedy,Western",6.300000000000001
5128,Flawless,"Drama,Thriller,Crime",5.7
5129,The Comedian,Comedy,4.0
5130,A Band Called Death,Documentary,7.7
5131,Journey's End,"Drama,War",7.300000000000001
5132,Puzzle,Drama,6.6000000000000005
5133,Avenue Montaigne,"Drama,Comedy,Romance",6.4
5134,Crocodile Dundee,"Adventure,Comedy",6.2
5135,The Program,"Biography,Drama,Sport",5.300000000000001
5136,City Lights,"Drama,Comedy,Romance",9.9
5137,At the Height of Summer,Drama,7.2
5138,It's a Disaster,"Drama,Comedy",5.7
5139,Daydream Nation,"Drama,Romance",5.7
5140,The Benefactor,Drama,4.0
5141,A Case of You,"Comedy,Romance",3.8000000000000003
5142,Non-Fiction,"Drama,Comedy,Romance",7.9
5143,Always Shine,Thriller,7.2
5144,A Brave Heart: The Lizzie Velasquez Story,"Biography,Family,Documentary",7.0
5145,Saving Face,"Drama,Comedy,Romance",6.5
5146,Screamers,"Music,Documentary",5.5
5147,Martyrs,"Drama,Thriller,Horror",2.2
5148,Under the Sand,"Drama,Mystery",8.6
5149,Western,Drama,8.1
5150,Light of My Life,Drama,6.7
5151,What Keeps You Alive,"Thriller,Horror",6.6000000000000005
5152,Off the Black,Drama,6.2
5153,A Star Is Born,"Drama,Romance,Music",5.9
5154,Jack and Diane,"Drama,Horror,Romance",4.5
5155,Margaret Cho: Assassin,"Comedy,War",4.0
5156,Concert for George,"Music,Documentary",8.200000000000001
5157,El Angel,"Biography,Drama,Crime",6.1000000000000005
5158,Dog Pound,Drama,5.7
5159,The Virginity Hit,Comedy,4.0
5160,Yadon ilaheyya,"Drama,Comedy,Romance,War",7.4
5161,Alive Inside,"Documentary,News",6.7
5162,Fried Green Tomatoes,Drama,6.4
5163,Eden,Drama,6.300000000000001
5164,Maverick,"Action,Adventure,Thriller,Comedy,Western",6.2
5165,The Isle,Drama,6.1000000000000005
5166,Jet Lag,"Comedy,Romance",5.300000000000001
5167,3 Faces,Drama,7.800000000000001
5168,Little Otik,"Drama,Thriller,Fantasy,Horror,Comedy,Animation",7.4
5169,The Cave of the Yellow Dog,Drama,7.300000000000001
5170,Prevenge,"Drama,Thriller,Fantasy,Horror,Comedy",7.1000000000000005
5171,Smoke,"Drama,Comedy",7.0
5172,Bombshell: The Hedy Lamarr Story,"Biography,History,War,Documentary",7.0
5173,The Good Thief,"Drama,Thriller,Crime",6.800000000000001
5174,Carancho,"Drama,Thriller,Romance,Crime",6.6000000000000005
5175,Come Early Morning,"Drama,Romance",6.4
5176,Rust Creek,"Drama,Thriller",5.9
5177,Finding Your Feet,"Drama,Comedy,Romance",5.300000000000001
5178,The Runner,Drama,3.9000000000000004
5179,Bad Johnson,"Fantasy,Comedy",2.5
5180,The White Diamond,"Adventure,Documentary",8.3
5181,The Silence,"Drama,Thriller,Crime",7.2
5182,Watermark,Documentary,6.800000000000001
5183,The Motel Life,"Drama,Mystery,Thriller",6.1000000000000005
5184,Great Expectations,"Drama,Romance",6.0
5185,Lola Versus,Comedy,4.9
5186,The Weight of Water,"Mystery,Thriller",4.5
5187,The Boy,"Drama,Thriller,Horror",4.5
5188,Jesus Henry Christ,Comedy,4.1000000000000005
5189,Nature Calls,Comedy,3.0
5190,Welcome to Sarajevo,"Drama,War",7.2
5191,The Tao of Steve,"Drama,Comedy,Romance",7.0
5192,People Places Things,Comedy,6.800000000000001
5193,Memories of Tomorrow,Drama,6.800000000000001
5194,Lunacy,Horror,6.300000000000001
5195,Too Late,Drama,5.4
5196,Last Weekend,"Drama,Comedy",4.0
5197,Hellions,Horror,3.4000000000000004
5198,"I Travel Because I Have to, I Come Back Because I Love You",Drama,8.700000000000001
5199,Lifeboat,"Drama,War",7.800000000000001
5200,Knafayim Shvurot,Drama,7.5
5201,Paris 05:59: Théo & Hugo,"Drama,Romance",7.4
5202,Monkey Shines,"Sci-Fi,Drama,Thriller,Horror",7.1000000000000005
5203,The Syrian Bride,"Drama,Comedy",7.0
5204,Waging a Living,Documentary,7.0
5205,The Cuckoo,"Drama,Comedy,War",6.9
5206,The Other F Word,"Drama,Comedy,Music,Documentary",6.0
5207,Bang Rajan,"Action,Drama,History,War",5.9
5208,Tuvalu,"Drama,Comedy,Romance",5.800000000000001
5209,Danny Deckchair,"Comedy,Romance",5.6000000000000005
5210,Taxman,"Action,Thriller,Comedy,Crime",4.800000000000001
5211,The Next Karate Kid,"Action,Drama,Sport,Romance,Family",3.6
5212,Manny,"Drama,Sport,Documentary",3.5
5213,The Big Risk,"Drama,Thriller,Romance,Crime",8.4
5214,Eureka,Drama,7.800000000000001
5215,Bliss,Drama,7.1000000000000005
5216,Home Movie,Documentary,6.7
5217,Crown Heights,"Biography,Drama,Romance,Crime",6.4
5218,Two Lovers and a Bear,"Drama,Romance",6.1000000000000005
5219,Monster Hunt,"Action,Fantasy,Comedy",5.300000000000001
5220,She's One of Us,Drama,5.2
5221,Lucas,"Drama,Comedy,Romance",7.5
5222,Beauty in Trouble,"Drama,Comedy",7.5
5223,The Dirty Dozen,"Action,Adventure,War",7.300000000000001
5224,Trumbo,"Biography,Documentary",7.1000000000000005
5225,The Prisoner or: How I Planned to Kill Tony Blair,Documentary,6.7
5226,Flow: For Love of Water,Documentary,6.7
5227,Bonjour Monsieur Shlomi,"Drama,Comedy",5.9
5228,Captive,Drama,5.9
5229,Red Dawn,"Action,Drama",5.5
5230,Evelyn,Drama,5.5
5231,Big Sur,Drama,4.9
5232,Constellation,Drama,4.1000000000000005
5233,3 Ninjas Kick Back,"Action,Comedy,Family",3.9000000000000004
5234,All Quiet on the Western Front,"Drama,War",9.1
5235,Screwball,Documentary,7.2
5236,Arthur,"Comedy,Romance",6.9
5237,Above and Beyond,"Adventure,History,War,Documentary",6.9
5238,Scotty and the Secret History of Hollywood,Documentary,6.7
5239,The Grand,Comedy,5.7
5240,The Woman on the 6th Floor,Comedy,5.2
5241,Lies,Drama,4.7
5242,Angel of Mine,"Drama,Mystery,Thriller",4.7
5243,Tasting Menu,Comedy,2.9000000000000004
5244,The Best and the Brightest,Comedy,2.6
5245,Doctor Strange,"Action,Adventure,Sci-Fi,Fantasy",7.2
5246,Guardians of the Galaxy Vol. 2,"Action,Adventure,Sci-Fi,Comedy",6.7
5247,Ratatouille,"Fantasy,Comedy,Animation,Family",9.600000000000001
5248,Pacific Rim,"Action,Adventure,Sci-Fi,Fantasy",6.5
5249,Star Wars: Episode I - The Phantom Menace,"Action,Adventure,Sci-Fi,Fantasy",5.1000000000000005
5250,Get Out,"Mystery,Thriller,Horror,Comedy",8.4
5251,Titanic,"Drama,Romance",7.5
5252,Nightcrawler,"Drama,Thriller,Crime",7.6000000000000005
5253,Rise of the Planet of the Apes,"Action,Adventure,Sci-Fi",6.800000000000001
5254,The Witch,"Mystery,Horror",8.3
5255,Serenity,"Action,Adventure,Sci-Fi,Thriller",7.4
5256,Terminator 3: Rise of the Machines,"Action,Sci-Fi,Thriller",6.6000000000000005
5257,RoboCop,"Action,Sci-Fi,Thriller,Crime",5.2
5258,Sausage Party,"Adventure,Fantasy,Comedy,Animation",6.6000000000000005
5259,The Adventures of Tintin,"Adventure,Mystery,Animation,Family",6.800000000000001
5260,Despicable Me 2,"Adventure,Sci-Fi,Comedy,Crime,Animation,Family",6.2
5261,Kung Fu Panda,"Action,Comedy,Animation,Family",7.300000000000001
5262,First Man,"Biography,Drama,History",8.4
5263,8 Mile,"Drama,Music",7.7
5264,Kung Fu Panda 2,"Action,Adventure,Comedy,Animation,Family",6.7
5265,Green Book,"Biography,Drama,History,Comedy,Music",6.9
5266,Nocturnal Animals,"Drama,Thriller",6.7
5267,Scary Movie,Comedy,4.800000000000001
5268,Clash of the Titans,"Action,Adventure,Drama,Fantasy",3.9000000000000004
5269,Under the Skin,"Sci-Fi,Drama,Thriller,Horror",7.800000000000001
5270,Minority Report,"Action,Sci-Fi,Mystery,Thriller",8.0
5271,Foxcatcher,"Biography,Drama,Sport,Thriller",8.1
5272,In Time,"Sci-Fi,Thriller",5.300000000000001
5273,Blue Is the Warmest Color,"Drama,Romance",8.8
5274,The Golden Compass,"Adventure,Fantasy,Family",5.1000000000000005
5275,The Dark Tower,"Action,Adventure,Sci-Fi,Fantasy,Horror,Western",3.4000000000000004
5276,Warm Bodies,"Drama,Horror,Comedy,Romance",6.0
5277,Final Destination 2,"Thriller,Horror",3.8000000000000003
5278,Unknown,"Drama,Mystery,Thriller",5.6000000000000005
5279,Miss Peregrine's Home for Peculiar Children,"Adventure,Drama,Fantasy,Family",5.7
5280,Chef,Comedy,6.800000000000001
5281,Predestination,"Action,Sci-Fi,Drama,Mystery,Thriller",6.9
5282,Logan Lucky,"Drama,Comedy,Crime",7.800000000000001
5283,Speed,"Action,Thriller",7.800000000000001
5284,Miami Vice,"Action,Drama,Thriller,Crime",6.5
5285,Lights Out,"Thriller,Fantasy,Horror",5.800000000000001
5286,Independence Day,"Action,Adventure,Sci-Fi,Thriller",5.9
5287,The Divergent Series: Allegiant,"Action,Adventure,Sci-Fi,Mystery,Thriller,Romance",3.3000000000000003
5288,Baywatch,"Action,Drama,Comedy",3.7
5289,Cloudy with a Chance of Meatballs,"Comedy,Animation,Family",6.6000000000000005
5290,Capote,"Biography,Drama,Crime",8.8
5291,Casablanca,"Drama,Romance,War",10.0
5292,National Treasure: Book of Secrets,"Action,Adventure,Mystery,Thriller,Comedy",4.800000000000001
5293,Hotel Rwanda,"Drama,History,Thriller,War",7.9
5294,Priest,"Action,Thriller,Horror",4.1000000000000005
5295,"O Brother, Where Art Thou?","Adventure,Comedy,Crime,Music",6.9
5296,Daybreakers,"Action,Sci-Fi,Drama,Thriller,Fantasy,Horror",5.7
5297,xXx,"Action,Adventure,Thriller,Crime",4.800000000000001
5298,Zack and Miri Make a Porno,"Drama,Comedy,Romance",5.6000000000000005
5299,Evan Almighty,"Fantasy,Comedy,Family",3.7
5300,Big Eyes,"Biography,Drama",6.2
5301,Sorry to Bother You,"Sci-Fi,Fantasy,Comedy",8.0
5302,The Hills Have Eyes,"Thriller,Horror",5.2
5303,Jack Reacher: Never Go Back,"Action,Adventure,Drama,Mystery,Thriller,Crime",4.7
5304,The Men Who Stare at Goats,"Comedy,War",5.4
5305,The Campaign,Comedy,5.0
5306,A Christmas Story,"Comedy,Family",7.7
5307,Hall Pass,Comedy,4.5
5308,First Reformed,"Drama,Thriller",8.5
5309,Paterson,"Drama,Comedy,Romance",9.0
5310,Couples Retreat,Comedy,2.3000000000000003
5311,Poseidon,"Action,Adventure,Thriller",5.0
5312,Colombiana,"Action,Adventure,Drama,Thriller",4.5
5313,The Skin I Live In,Drama,7.0
5314,About Schmidt,"Drama,Comedy",8.5
5315,Midnight Run,"Action,Adventure,Thriller,Comedy,Crime",7.800000000000001
5316,27 Dresses,"Comedy,Romance",4.7
5317,20th Century Women,"Drama,Comedy",8.3
5318,Gerald's Game,"Drama,Thriller,Horror",7.7
5319,The East,"Action,Drama,Mystery,Thriller",6.800000000000001
5320,Elektra,"Action,Adventure,Fantasy",3.4000000000000004
5321,The Naked Gun: From the Files of Police Squad!,"Action,Comedy,Romance,Crime",7.6000000000000005
5322,Bucky Larson: Born to Be a Star,Comedy,0.9
5323,A Prairie Home Companion,"Drama,Comedy,Music,Musical",7.5
5324,Singin' in the Rain,"Comedy,Romance,Musical",9.9
5325,Big,"Drama,Fantasy,Comedy,Romance,Family",7.300000000000001
5326,Annabelle Comes Home,"Mystery,Thriller,Horror",5.300000000000001
